"0","1","""6.5"""
"2","3","""6"""
"4","2","""5.5"""
"0","0","""5"""
"5","3","""9.5"""
"5","6","""9.5"""
"3","4","""6"""
"7","8","""34"""
"5","9","""5.5"""
"10","11","""13"""
"12","13","""7.5"""
"3","14","""9"""
"10","13","""9.5"""
"12","0","""10"""
"15","0","""15.5"""
"16","7","""16.5"""
"17","7","""9"""
"13","13","""4.5"""
"13","0","""7"""
"7","10","""10.5"""
"18","1","""52"""
"13","19","""15.5"""
"20","5","""7.5"""
"0","12","""8"""
"21","3","""4"""
"22","23","""7"""
"10","24","""7"""
"13","5","""4"""
"25","14","""31"""
"26","7","""7.5"""
"27","28","""20"""
"5","29","""10"""
"20","30","""18"""
"15","0","""11"""
"31","16","""21"""
"21","17","""5.5"""
"0","32","""5.5"""
"15","33","""12"""
"1","34","""32.5"""
"7","8","""2.5"""
"3","35","""17"""
"1","36","""11"""
"37","21","""9"""
"20","13","""3.5"""
"38","16","""52"""
"13","0","""8"""
"8","39","""30"""
"7","0","""6.5"""
"5","0","""7"""
"0","0","""7.5"""
"0","10","""7"""
"30","14","""10.5"""
"13","0","""6.5"""
"13","17","""5.5"""
"40","19","""10"""
"13","41","""24"""
"13","1","""10.5"""
"1","6","""4.5"""
"12","42","""8"""
"5","43","""14"""
"44","45","""13"""
"46","5","""8"""
"12","42","""8.5"""
"5","3","""10.5"""
"1","17","""10"""
"8","44","""34"""
"0","1","""6.5"""
"32","1","""8"""
"0","47","""4.5"""
"44","19","""12"""
"29","42","""11.5"""
"18","36","""44.5"""
"3","26","""7"""
"14","2","""12"""
"1","7","""4"""
"20","48","""11"""
"16","17","""9"""
"1","14","""6.5"""
"7","1","""3.5"""
"5","5","""4"""
"20","13","""7.5"""
"37","7","""6"""
"32","26","""6"""
"32","9","""6.5"""
"3","3","""4.5"""
"49","26","""10.5"""
"13","0","""7.5"""
"29","29","""2.5"""
"0","1","""3.5"""
"48","3","""8.5"""
"50","0","""8"""
"3","32","""5"""
"51","20","""8.5"""
"4","10","""10.5"""
"2","0","""12.5"""
"13","13","""5"""
"52","0","""28.5"""
"16","20","""16.5"""
"18","31","""50.5"""
"44","1","""14"""
"46","7","""5"""
"15","0","""13"""
"7","52","""26.5"""
"30","53","""4.5"""
"1","13","""15.5"""
"3","30","""9"""
"0","1","""5"""
"3","6","""8.5"""
"4","2","""7"""
"7","5","""13"""
"4","3","""6"""
"10","42","""5"""
"0","1","""5"""
"54","15","""4"""
"55","29","""19"""
"14","17","""5"""
"55","40","""7"""
"13","20","""8.5"""
"20","32","""14.5"""
"44","18","""52"""
"3","4","""4"""
"7","0","""4.5"""
"7","2","""8.5"""
"1","14","""11.5"""
"4","26","""7.5"""
"19","12","""14"""
"1","7","""4.5"""
"10","56","""4"""
"13","57","""5.5"""
"58","59","""4"""
"26","40","""5"""
"1","17","""7"""
"57","40","""6"""
"2","3","""7.5"""
"26","26","""3.5"""
"6","6","""3.5"""
"31","41","""5.5"""
"60","58","""16.5"""
"59","0","""21.5"""
"3","56","""21"""
"29","42","""4.5"""
"20","0","""12"""
"24","12","""11"""
"5","41","""11.5"""
"3","37","""6.5"""
"13","16","""8.5"""
"1","0","""11"""
"61","62","""4"""
"0","2","""12.5"""
"0","3","""10"""
"5","0","""5"""
"13","10","""11"""
"13","13","""5.5"""
"15","63","""12"""
"19","14","""12"""
"15","2","""5.5"""
"64","59","""13"""
"5","54","""11"""
"13","5","""15.5"""
"4","42","""18"""
"3","14","""8.5"""
"29","16","""12"""
"7","28","""17.5"""
"13","40","""8"""
"9","62","""43"""
"11","56","""7.5"""
"40","40","""4"""
"13","26","""12"""
"2","31","""17"""
"0","65","""8"""
"2","66","""32"""
"5","5","""3.5"""
"4","67","""32"""
"11","56","""4"""
"19","68","""22.5"""
"46","59","""20.5"""
"55","13","""7.5"""
"53","69","""16.5"""
"54","14","""17"""
"5","37","""9.5"""
"44","13","""23"""
"31","70","""32"""
"30","29","""17.5"""
"14","13","""14"""
"40","8","""25.5"""
"54","71","""29"""
"30","14","""11"""
"4","5","""15.5"""
"30","42","""16"""
"4","72","""38.5"""
"6","49","""7.5"""
"24","73","""6"""
"7","40","""8.5"""
"58","74","""8.5"""
"6","72","""32"""
"57","26","""4.5"""
"55","75","""16"""
"55","44","""10"""
"55","76","""5"""
"30","41","""14"""
"3","74","""11"""
"1","26","""4.5"""
"7","14","""6"""
"1","44","""13.5"""
"77","41","""21"""
"20","20","""17"""
"30","46","""10"""
"55","69","""24"""
"78","4","""7.5"""
"31","79","""9"""
"54","60","""19.5"""
"56","80","""40"""
"37","12","""7.5"""
"4","4","""6.5"""
"5","76","""6.5"""
"59","44","""5"""
"45","64","""7"""
"15","6","""6.5"""
"59","81","""7"""
"16","29","""11"""
"5","82","""14"""
"4","1","""15.5"""
"83","59","""10"""
"55","74","""5.5"""
"30","74","""5"""
"10","10","""7.5"""
"82","84","""8"""
"3","0","""17"""
"2","2","""6.5"""
"2","43","""12.5"""
"49","75","""19"""
"7","4","""7.5"""
"1","28","""18"""
"0","76","""12.5"""
"3","2","""4.5"""
"76","85","""25"""
"30","2","""8"""
"4","7","""6.5"""
"55","1","""11.5"""
"40","86","""30"""
"19","43","""25"""
"54","1","""8.5"""
"9","41","""14"""
"55","75","""24"""
"46","87","""26"""
"0","17","""4.5"""
"9","32","""6"""
"10","16","""6.5"""
"4","7","""8.5"""
"88","15","""7.5"""
"56","11","""7"""
"28","89","""9"""
"15","28","""25"""
"0","90","""8.5"""
"7","29","""15.5"""
"9","91","""29.5"""
"5","42","""12.5"""
"5","92","""31.5"""
"93","16","""9.5"""
"57","12","""8.5"""
"7","94","""35.5"""
"5","5","""8.5"""
"13","13","""6.5"""
"42","10","""4"""
"42","46","""14.5"""
"0","10","""9.5"""
"12","10","""5.5"""
"69","1","""15.5"""
"25","13","""30"""
"51","20","""8"""
"10","13","""8.5"""
"4","4","""5"""
"0","0","""4"""
"58","13","""16"""
"51","6","""3"""
"55","76","""7.5"""
"20","20","""5"""
"7","0","""8"""
"54","32","""6.5"""
"95","16","""8"""
"2","13","""14.5"""
"0","13","""4.5"""
"16","42","""4.5"""
"20","20","""4.5"""
"16","13","""14"""
"3","51","""6"""
"12","42","""5.5"""
"13","20","""5.5"""
"59","59","""7"""
"0","0","""5"""
"49","0","""10.5"""
"14","0","""9"""
"59","0","""16.5"""
"0","21","""6.5"""
"32","30","""8"""
"27","87","""8"""
"5","12","""15.5"""
"3","4","""6.5"""
"13","13","""3.5"""
"7","17","""9.5"""
"1","96","""6"""
"20","32","""12"""
"2","2","""3"""
"60","77","""7"""
"4","17","""11.5"""
"20","56","""9.5"""
"4","97","""82.5"""
"28","68","""4.5"""
"28","28","""3.5"""
"13","89","""18"""
"10","10","""4.5"""
"54","54","""4"""
"30","13","""9"""
"16","0","""9.5"""
"20","32","""10.5"""
"98","52","""34.5"""
"42","11","""11"""
"99","100","""15.5"""
"7","0","""52"""
"2","4","""8.5"""
"17","0","""6"""
"42","48","""5.5"""
"0","37","""9.5"""
"7","0","""6.5"""
"55","93","""15"""
"89","80","""25.5"""
"101","76","""5"""
"30","2","""5.5"""
"4","30","""8"""
"32","7","""5.5"""
"55","40","""7.5"""
"0","1","""4.5"""
"4","41","""22"""
"30","1","""9"""
"30","26","""9"""
"10","10","""6"""
"30","13","""16.5"""
"7","27","""22"""
"30","49","""9.5"""
"1","7","""6.5"""
"29","89","""22"""
"13","56","""21"""
"7","41","""17.5"""
"30","46","""22"""
"5","5","""8"""
"28","4","""25"""
"31","56","""35.5"""
"32","1","""5"""
"2","91","""22.5"""
"74","10","""25.5"""
"7","24","""18"""
"26","3","""8.5"""
"89","13","""13"""
"8","1","""25"""
"10","4","""16"""
"14","2","""11"""
"13","0","""6"""
"59","30","""13"""
"28","5","""11.5"""
"50","7","""7.5"""
"7","102","""6"""
"103","104","""41"""
"37","59","""19.5"""
"30","17","""8"""
"1","5","""6"""
"14","12","""5.5"""
"4","7","""7"""
"40","47","""11"""
"13","103","""25"""
"13","20","""5"""
"37","7","""6"""
"42","11","""8"""
"12","42","""7.5"""
"105","20","""23"""
"10","13","""5"""
"42","29","""10.5"""
"5","1","""7.5"""
"5","0","""8"""
"42","12","""8.5"""
"0","2","""13"""
"57","20","""8.5"""
"0","106","""18.5"""
"10","42","""5"""
"12","12","""5"""
"76","58","""6.5"""
"3","10","""15"""
"4","5","""8.5"""
"55","76","""5"""
"14","20","""10"""
"55","40","""7.5"""
"9","107","""55"""
"4","32","""4.5"""
"15","10","""22"""
"30","3","""7"""
"55","2","""7"""
"2","100","""24"""
"55","31","""11.5"""
"74","36","""16.5"""
"15","20","""14.5"""
"55","93","""11"""
"37","37","""3.5"""
"55","5","""8.5"""
"14","28","""15.5"""
"15","76","""6.5"""
"2","108","""26"""
"7","13","""10"""
"0","43","""14.5"""
"4","30","""9.5"""
"109","109","""7"""
"76","110","""42.5"""
"5","40","""6"""
"5","36","""7.5"""
"30","97","""107.5"""
"43","42","""23"""
"4","111","""28.5"""
"7","36","""19.5"""
"55","20","""15.5"""
"15","81","""9"""
"58","81","""10"""
"14","112","""41.5"""
"113","0","""17.5"""
"1","16","""19"""
"19","54","""5"""
"31","75","""15.5"""
"1","79","""24.5"""
"31","41","""5"""
"5","54","""8"""
"76","99","""15.5"""
"20","40","""14.5"""
"32","34","""30.5"""
"20","5","""10.5"""
"7","114","""10"""
"12","46","""7"""
"49","1","""9"""
"68","13","""13.5"""
"42","11","""9"""
"32","19","""6"""
"4","58","""9"""
"8","32","""34"""
"30","15","""8.5"""
"7","7","""6"""
"40","9","""4"""
"7","16","""8.5"""
"55","76","""4"""
"4","0","""10"""
"76","10","""22"""
"54","20","""13"""
"2","115","""34"""
"7","8","""27"""
"37","7","""5"""
"30","7","""13"""
"74","0","""10.5"""
"30","5","""7.5"""
"5","7","""8.5"""
"13","7","""15.5"""
"59","9","""10.5"""
"0","64","""21.5"""
"30","14","""13"""
"46","68","""24.5"""
"13","19","""13"""
"3","49","""8"""
"59","30","""8"""
"7","0","""6.5"""
"32","116","""10.5"""
"3","7","""8"""
"68","79","""24"""
"0","1","""4.5"""
"25","0","""27.5"""
"1","26","""5.5"""
"42","13","""8.5"""
"13","13","""6.5"""
"26","68","""21"""
"29","13","""6.5"""
"10","10","""3.5"""
"14","7","""8"""
"16","13","""7"""
"20","5","""6"""
"19","15","""5"""
"14","11","""12"""
"7","26","""7"""
"30","32","""6.5"""
"13","46","""14.5"""
"2","69","""21.5"""
"4","30","""9.5"""
"117","117","""40"""
"118","20","""11.5"""
"15","32","""9"""
"4","13","""13"""
"13","20","""3.5"""
"102","54","""14.5"""
"7","5","""10"""
"42","3","""15"""
"21","17","""9.5"""
"5","1","""6.5"""
"5","13","""6.5"""
"30","26","""26"""
"0","49","""13"""
"13","5","""11"""
"26","3","""7"""
"45","63","""8"""
"7","13","""10.5"""
"20","20","""4.5"""
"5","57","""6"""
"119","120","""16.5"""
"31","13","""17"""
"31","81","""16.5"""
"59","121","""44.5"""
"55","68","""24"""
"26","3","""8"""
"75","85","""6"""
"10","0","""17.5"""
"10","12","""4.5"""
"55","87","""22.5"""
"14","46","""5"""
"13","13","""4.5"""
"102","0","""33"""
"14","122","""64"""
"59","58","""7"""
"13","48","""8.5"""
"55","7","""12.5"""
"13","51","""5.5"""
"9","13","""10"""
"10","12","""5.5"""
"36","36","""9"""
"52","57","""25.5"""
"7","0","""5"""
"20","20","""5"""
"1","3","""6.5"""
"79","79","""19.5"""
"54","60","""10.5"""
"9","30","""4.5"""
"55","31","""11"""
"29","14","""10"""
"13","89","""16.5"""
"54","107","""9"""
"3","46","""8.5"""
"3","19","""10.5"""
"20","12","""11.5"""
"49","19","""6"""
"30","36","""12.5"""
"5","20","""6.5"""
"13","37","""9"""
"0","7","""5"""
"10","37","""7.5"""
"20","13","""5.5"""
"24","11","""7.5"""
"0","7","""7.5"""
"10","12","""7"""
"10","13","""14.5"""
"7","10","""12"""
"17","5","""4"""
"42","13","""14"""
"12","0","""7"""
"76","43","""9.5"""
"11","56","""7.5"""
"3","26","""8"""
"78","32","""11"""
"55","123","""16"""
"54","65","""18.5"""
"13","20","""5"""
"0","7","""5.5"""
"5","7","""7.5"""
"7","7","""4.5"""
"7","1","""6.5"""
"13","10","""10"""
"3","124","""23.5"""
"13","3","""14"""
"43","30","""10"""
"118","13","""6.5"""
"5","19","""8.5"""
"7","30","""11.5"""
"0","107","""21.5"""
"20","20","""7.5"""
"37","20","""12"""
"30","5","""8.5"""
"13","13","""5"""
"46","26","""40.5"""
"0","2","""15"""
"0","36","""13.5"""
"26","69","""23"""
"37","14","""6.5"""
"31","125","""37"""
"54","58","""4"""
"7","126","""44"""
"14","56","""20"""
"17","0","""4"""
"2","14","""12.5"""
"127","127","""4.5"""
"30","44","""11.5"""
"43","17","""14"""
"17","52","""22.5"""
"1","42","""13.5"""
"55","5","""9.5"""
"30","20","""13"""
"13","8","""27"""
"4","3","""4"""
"16","37","""7.5"""
"19","79","""15"""
"128","129","""28"""
"7","79","""23.5"""
"4","20","""18.5"""
"98","130","""19"""
"2","2","""4"""
"31","68","""21.5"""
"2","20","""16"""
"54","2","""7"""
"46","1","""8.5"""
"0","42","""11.5"""
"76","54","""6.5"""
"1","56","""22"""
"3","68","""25"""
"0","28","""11"""
"31","41","""6.5"""
"55","76","""6"""
"76","4","""6.5"""
"19","7","""11.5"""
"2","13","""14"""
"13","47","""21.5"""
"7","1","""5"""
"102","20","""11"""
"32","32","""3.5"""
"5","36","""9.5"""
"4","131","""33"""
"55","31","""10"""
"14","28","""16"""
"20","32","""13.5"""
"13","20","""4.5"""
"42","13","""12"""
"5","10","""13.5"""
"26","20","""11.5"""
"51","73","""25.5"""
"6","56","""23"""
"50","7","""7"""
"4","43","""13.5"""
"30","64","""12"""
"37","132","""50"""
"16","7","""4.5"""
"128","128","""8"""
"1","76","""10"""
"69","10","""18.5"""
"133","42","""16"""
"13","0","""3"""
"59","28","""25.5"""
"2","3","""5"""
"93","64","""7.5"""
"30","129","""37"""
"89","7","""13.5"""
"55","47","""9"""
"74","1","""12"""
"55","31","""10.5"""
"13","86","""29.5"""
"14","13","""7.5"""
"10","48","""5"""
"13","0","""5.5"""
"30","26","""7"""
"1","7","""6.5"""
"20","29","""7.5"""
"57","1","""9"""
"5","13","""4.5"""
"8","1","""33.5"""
"26","13","""9.5"""
"2","12","""13"""
"13","13","""6"""
"25","10","""30.5"""
"4","49","""12.5"""
"13","57","""7"""
"28","32","""5.5"""
"96","1","""4"""
"26","1","""9.5"""
"1","134","""52"""
"12","102","""8"""
"7","12","""7"""
"9","2","""11"""
"10","29","""9.5"""
"74","32","""9"""
"81","108","""31"""
"28","5","""13.5"""
"3","5","""11"""
"55","5","""11"""
"37","7","""6"""
"20","20","""6"""
"11","29","""6.5"""
"7","76","""23"""
"42","12","""6"""
"13","20","""5"""
"20","13","""7.5"""
"10","12","""7"""
"89","51","""14"""
"1","0","""7"""
"0","3","""9.5"""
"3","5","""9.5"""
"7","0","""7.5"""
"2","81","""8"""
"16","49","""12.5"""
"118","10","""6.5"""
"51","13","""10"""
"10","20","""8"""
"15","26","""9"""
"20","0","""10.5"""
"4","17","""10"""
"11","13","""13"""
"1","30","""10"""
"20","0","""11"""
"65","102","""6.5"""
"20","13","""5.5"""
"2","135","""7"""
"15","0","""12.5"""
"10","10","""5"""
"7","7","""7"""
"13","17","""4.5"""
"7","37","""8"""
"20","7","""13.5"""
"37","10","""8"""
"69","89","""9"""
"0","74","""11.5"""
"0","26","""8.5"""
"20","5","""5.5"""
"82","71","""22"""
"37","12","""4.5"""
"3","30","""8"""
"0","136","""9"""
"3","137","""55"""
"7","74","""13"""
"12","42","""8.5"""
"98","26","""52"""
"4","20","""16"""
"76","79","""13.5"""
"5","26","""5"""
"30","20","""12"""
"54","55","""5"""
"0","44","""17"""
"68","36","""8"""
"30","31","""15"""
"2","26","""11"""
"99","99","""4"""
"59","138","""15"""
"2","28","""18.5"""
"98","4","""52"""
"3","108","""34"""
"98","79","""36"""
"76","74","""5"""
"49","18","""52"""
"40","5","""5"""
"4","0","""8"""
"37","139","""25"""
"76","2","""9.5"""
"30","89","""20.5"""
"98","37","""52"""
"7","7","""4"""
"7","65","""13"""
"20","7","""17.5"""
"12","13","""11"""
"140","4","""11.5"""
"7","51","""8.5"""
"2","49","""5.5"""
"20","13","""6.5"""
"12","12","""4"""
"8","141","""23.5"""
"20","20","""4"""
"32","0","""7.5"""
"0","20","""10"""
"142","15","""8.5"""
"13","1","""13.5"""
"17","5","""5"""
"20","46","""9"""
"14","7","""6"""
"13","13","""4"""
"14","37","""4"""
"8","7","""34.5"""
"13","13","""3.5"""
"10","13","""6.5"""
"55","8","""26"""
"10","10","""6"""
"2","19","""3.5"""
"13","0","""7.5"""
"44","96","""16.5"""
"134","52","""37"""
"17","7","""7"""
"59","93","""28.5"""
"10","10","""3.5"""
"13","13","""5"""
"13","20","""7"""
"75","44","""26"""
"14","4","""8"""
"98","143","""53.5"""
"17","14","""10.5"""
"43","2","""10.5"""
"18","1","""52"""
"26","1","""9.5"""
"144","43","""6.5"""
"10","13","""7"""
"49","58","""5"""
"12","134","""52"""
"7","26","""6"""
"0","16","""6"""
"5","20","""8.5"""
"20","10","""9.5"""
"76","26","""11"""
"5","20","""5.5"""
"30","30","""9"""
"2","75","""20"""
"12","136","""18.5"""
"54","31","""11"""
"54","145","""8.5"""
"31","69","""24.5"""
"7","59","""13"""
"28","146","""17"""
"4","59","""8"""
"32","58","""23.5"""
"58","14","""15.5"""
"9","5","""7.5"""
"4","14","""13"""
"2","3","""6"""
"5","20","""9.5"""
"51","25","""28.5"""
"46","89","""25.5"""
"28","36","""9"""
"5","6","""6"""
"10","10","""5"""
"5","2","""11.5"""
"20","20","""6.5"""
"37","8","""29.5"""
"124","87","""8.5"""
"37","12","""5"""
"10","10","""8.5"""
"14","10","""8.5"""
"0","0","""7"""
"13","0","""5.5"""
"20","20","""3.5"""
"20","13","""8"""
"95","13","""10.5"""
"10","0","""10.5"""
"30","65","""16.5"""
"29","102","""7.5"""
"0","51","""12"""
"2","17","""10.5"""
"7","43","""13"""
"5","0","""8.5"""
"7","14","""6"""
"5","20","""11.5"""
"49","47","""5"""
"140","6","""17.5"""
"51","8","""27"""
"0","1","""5.5"""
"20","13","""6.5"""
"118","7","""8.5"""
"42","24","""5.5"""
"7","16","""9.5"""
"13","25","""27"""
"12","10","""5.5"""
"24","11","""5.5"""
"31","77","""25"""
"5","5","""5.5"""
"5","5","""5.5"""
"14","10","""6.5"""
"20","13","""6.5"""
"2","30","""4.5"""
"12","10","""4.5"""
"5","30","""9.5"""
"5","5","""4"""
"16","10","""4.5"""
"102","26","""7.5"""
"16","46","""6"""
"13","2","""12"""
"16","114","""8"""
"0","51","""6"""
"32","0","""5.5"""
"9","6","""5.5"""
"2","31","""15"""
"14","118","""7"""
"2","44","""9"""
"30","3","""8"""
"4","9","""7.5"""
"4","20","""16"""
"30","128","""23"""
"49","3","""9.5"""
"54","6","""8"""
"2","147","""29.5"""
"15","76","""8"""
"5","11","""16"""
"13","31","""19"""
"30","40","""5"""
"4","32","""7"""
"55","36","""18.5"""
"0","8","""32"""
"7","81","""16"""
"26","8","""33"""
"3","4","""6"""
"18","12","""52"""
"20","5","""9"""
"14","12","""7.5"""
"10","13","""10.5"""
"46","5","""8.5"""
"5","1","""7.5"""
"10","125","""43"""
"19","5","""12"""
"77","44","""15"""
"30","29","""16.5"""
"9","5","""7.5"""
"59","44","""4.5"""
"15","4","""9.5"""
"14","29","""20"""
"73","73","""3.5"""
"0","0","""6"""
"48","128","""21.5"""
"140","7","""16.5"""
"20","32","""14"""
"29","5","""9.5"""
"24","73","""6"""
"17","148","""4"""
"32","2","""7"""
"6","26","""4.5"""
"46","7","""7"""
"6","6","""5"""
"10","12","""3.5"""
"13","20","""6.5"""
"142","59","""7"""
"14","20","""13"""
"2","1","""8.5"""
"5","148","""6"""
"40","1","""7"""
"2","0","""10"""
"10","14","""7"""
"14","59","""13.5"""
"11","4","""20"""
"3","19","""5"""
"3","2","""9"""
"32","0","""6.5"""
"20","13","""5"""
"59","10","""22.5"""
"3","13","""12"""
"14","4","""10"""
"3","0","""6"""
"63","13","""27"""
"2","15","""8"""
"32","74","""4.5"""
"29","0","""11"""
"12","81","""21.5"""
"5","0","""5"""
"4","54","""9.5"""
"118","134","""52"""
"13","1","""12.5"""
"42","11","""8.5"""
"11","11","""6.5"""
"149","0","""14"""
"8","68","""16.5"""
"3","8","""32.5"""
"30","10","""20"""
"3","2","""6.5"""
"20","11","""8"""
"149","0","""12"""
"5","1","""10"""
"9","32","""5.5"""
"114","20","""9.5"""
"7","14","""7"""
"19","81","""8.5"""
"20","13","""4.5"""
"10","65","""5.5"""
"8","150","""29"""
"20","13","""3.5"""
"0","14","""3"""
"57","13","""8"""
"32","26","""7"""
"9","32","""5"""
"16","7","""8"""
"5","20","""5"""
"16","3","""6"""
"58","151","""19.5"""
"5","139","""17.5"""
"58","7","""14.5"""
"13","26","""6"""
"20","14","""12"""
"7","7","""5"""
"20","0","""7.5"""
"4","7","""5.5"""
"10","49","""19.5"""
"48","102","""7.5"""
"16","0","""9.5"""
"13","16","""8"""
"32","40","""6"""
"42","10","""5.5"""
"7","49","""10.5"""
"28","15","""17.5"""
"7","0","""5.5"""
"0","26","""7.5"""
"5","46","""5"""
"0","68","""17.5"""
"49","58","""6"""
"32","2","""6.5"""
"5","8","""26.5"""
"12","42","""9.5"""
"4","7","""7.5"""
"31","68","""39"""
"20","29","""6"""
"32","69","""19.5"""
"2","42","""19.5"""
"1","4","""10"""
"43","124","""14"""
"31","31","""4.5"""
"7","4","""9.5"""
"7","18","""52"""
"5","20","""10.5"""
"6","32","""5"""
"13","10","""8.5"""
"7","64","""23"""
"2","0","""11.5"""
"13","13","""6"""
"6","3","""6.5"""
"74","51","""8"""
"52","65","""52"""
"30","44","""11.5"""
"26","59","""14"""
"10","46","""6.5"""
"20","20","""8"""
"0","14","""7"""
"2","81","""7.5"""
"32","19","""5.5"""
"2","44","""6.5"""
"42","13","""9"""
"5","7","""6"""
"7","8","""29.5"""
"13","20","""14"""
"37","14","""4.5"""
"13","20","""3.5"""
"96","59","""10.5"""
"10","13","""5.5"""
"42","10","""4.5"""
"59","64","""14"""
"13","10","""8.5"""
"7","26","""5"""
"7","0","""6"""
"7","14","""5.5"""
"9","5","""9.5"""
"20","13","""5"""
"7","3","""7"""
"37","7","""6"""
"12","16","""4"""
"89","89","""4.5"""
"13","26","""8.5"""
"9","58","""7.5"""
"31","58","""9"""
"14","19","""12"""
"152","30","""5.5"""
"10","102","""8"""
"7","0","""6.5"""
"2","54","""8"""
"32","58","""4"""
"20","102","""8.5"""
"6","8","""29.5"""
"55","58","""6"""
"59","0","""11.5"""
"42","11","""8.5"""
"1","3","""3.5"""
"3","0","""6"""
"14","3","""9"""
"12","10","""4.5"""
"7","14","""9.5"""
"48","54","""15.5"""
"10","16","""3.5"""
"13","20","""4"""
"30","7","""11.5"""
"10","29","""12.5"""
"13","1","""13"""
"7","12","""10"""
"105","16","""13.5"""
"58","3","""9.5"""
"4","5","""12"""
"20","10","""8.5"""
"10","16","""16.5"""
"0","0","""5"""
"13","13","""5"""
"10","3","""13"""
"7","0","""6"""
"18","56","""52"""
"8","20","""23"""
"8","46","""30"""
"12","32","""11"""
"25","7","""28.5"""
"20","51","""10.5"""
"55","124","""13.5"""
"20","10","""9"""
"1","1","""2.5"""
"3","4","""7"""
"0","7","""12.5"""
"7","7","""4.5"""
"0","0","""5"""
"20","20","""6.5"""
"5","0","""6.5"""
"20","11","""14"""
"32","1","""4.5"""
"12","10","""6"""
"0","21","""5.5"""
"0","7","""6.5"""
"0","58","""8"""
"12","0","""8"""
"52","13","""25"""
"8","5","""26.5"""
"9","13","""11"""
"76","3","""10"""
"7","14","""7"""
"1","14","""7"""
"19","153","""6.5"""
"20","44","""21.5"""
"58","7","""13"""
"20","58","""15.5"""
"56","10","""13.5"""
"10","1","""9"""
"14","5","""5.5"""
"28","20","""16"""
"27","13","""23"""
"5","4","""10"""
"6","44","""14"""
"13","13","""7"""
"13","20","""4.5"""
"32","14","""6.5"""
"69","13","""13.5"""
"98","154","""49"""
"30","20","""15"""
"20","12","""10"""
"10","7","""9"""
"54","16","""4"""
"3","5","""5.5"""
"37","37","""5"""
"3","17","""14.5"""
"0","40","""5.5"""
"37","10","""7"""
"59","6","""11"""
"13","13","""4"""
"155","59","""4.5"""
"32","51","""12.5"""
"19","4","""6.5"""
"29","29","""4"""
"5","20","""7"""
"3","0","""8.5"""
"14","20","""8.5"""
"7","76","""11.5"""
"20","12","""10"""
"7","0","""6"""
"14","2","""10"""
"26","15","""8.5"""
"42","42","""4.5"""
"0","32","""7"""
"5","13","""7"""
"13","13","""6"""
"10","7","""9"""
"5","12","""11"""
"17","14","""21.5"""
"12","0","""7.5"""
"20","13","""4"""
"29","13","""9"""
"20","20","""6"""
"30","2","""6"""
"10","16","""6"""
"76","32","""6"""
"57","8","""25.5"""
"40","14","""13"""
"5","0","""6.5"""
"156","156","""6"""
"134","100","""56.5"""
"37","30","""12"""
"157","139","""8.5"""
"68","0","""17.5"""
"7","32","""9.5"""
"0","29","""12"""
"2","4","""4.5"""
"12","10","""6"""
"54","31","""11"""
"30","20","""12"""
"14","17","""4.5"""
"20","9","""14.5"""
"158","59","""8.5"""
"159","27","""8"""
"20","29","""6"""
